"idade";"escolaridade";"anos_estudo";"estado_civil";"raca";"sexo";"salario";"classe_trabalho";"qtde_filhos";"UF";"região"
30;"Ensino Fundamental Incompleto";4;"Separado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"DF";"Centro-Oeste"
32;"Mestrado";14;"Casado";"Branco";"Masculino";6751;"Funcionário Setor Privado";0;"RO";"Norte"
52;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AC";"Norte"
52;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AM";"Norte"
39;"Ensino Médio Incompleto";9;"Separado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"RR";"Norte"
57;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";15647;"Empresário";1;"PA";"Norte"
21;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"AP";"Norte"
22;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";5420;"Servidor Público";5;"TO";"Norte"
26;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2862;"Funcionário Setor Privado";0;"MA";"Nordeste"
26;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5755;"Servidor Público";2;"PI";"Nordeste"
44;"Ensino Médio Completo";11;"Casado";"Negro";"Masculino";3640;"Funcionário Setor Privado";4;"CE";"Nordeste"
42;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2434;"Funcionário Setor Privado";3;"RN";"Nordeste"
40;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2730;"Funcionário Setor Privado";0;"PB";"Nordeste"
22;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"PE";"Nordeste"
62;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"AL";"Nordeste"
44;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2016;"Funcionário Setor Privado";3;"SE";"Nordeste"
18;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3679;"Não Informado";1;"BA";"Nordeste"
33;"Ensino Fundamental Incompleto";2;"União Estável";"Branco";"Masculino";1100;"Autônomo";4;"MG";"Sudeste"
45;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"ES";"Sudeste"
18;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"RJ";"Sudeste"
32;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2982;"Empresário";4;"SP";"Sudeste"
33;"Doutorado";16;"Solteiro";"Branco";"Feminino";9866;"Funcionário Setor Privado";4;"PR";"Sul"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3164;"Funcionário Setor Privado";0;"SC";"Sul"
68;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";3929;"Aposentado";0;"RS";"Sul"
61;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"MS";"Centro-Oeste"
48;"Doutorado";16;"Casado";"Branco";"Masculino";11010;"Funcionário Setor Privado";3;"MT";"Centro-Oeste"
45;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
36;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Autônomo";0;"DF";"Centro-Oeste"
32;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Feminino";1665;"Funcionário Público";4;"RO";"Norte"
35;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";3362;"Funcionário Setor Privado";4;"AC";"Norte"
39;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"AM";"Norte"
53;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"RR";"Norte"
30;"Ensino Médio Completo";10;"Separado";"Negro";"Feminino";2227;"Funcionário Setor Privado";2;"PA";"Norte"
37;"Ensino Médio Incompleto";9;"Solteiro";"Pardo";"Masculino";1100;"Funcionário Setor Privado";5;"AP";"Norte"
40;"Ensino Médio Completo";13;"Divorciado";"Branco";"Masculino";2763;"Funcionário Setor Privado";1;"TO";"Norte"
25;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";2767;"Funcionário Setor Privado";3;"MA";"Nordeste"
41;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Feminino";1100;"Funcionário Setor Privado";0;"PI";"Nordeste"
52;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";1;"CE";"Nordeste"
33;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"RN";"Nordeste"
28;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"PB";"Nordeste"
25;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";2;"PE";"Nordeste"
53;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2810;"Funcionário Setor Privado";1;"AL";"Nordeste"
44;"Ensino Fundamental Incompleto";2;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"SE";"Nordeste"
35;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"BA";"Nordeste"
38;"Ensino Médio Completo";10;"Divorciado";"Branco";"Masculino";2492;"Funcionário Setor Privado";0;"MG";"Sudeste"
34;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"ES";"Sudeste"
33;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"RJ";"Sudeste"
24;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";5658;"Servidor Público";1;"SP";"Sudeste"
65;"Ensino Médio Incompleto";9;"Viúvo";"Negro";"Feminino";12948;"Empresário";0;"PR";"Sul"
29;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";2201;"Funcionário Setor Privado";3;"SC";"Sul"
39;"Mestrado";15;"Casado";"Branco";"Masculino";5161;"MEI";5;"RS";"Sul"
46;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";14933;"Empresário";5;"MS";"Centro-Oeste"
37;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"MT";"Centro-Oeste"
47;"Mestrado";14;"Casado";"Branco";"Masculino";7888;"Servidor Público";2;"GO";"Centro-Oeste"
62;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2365;"Funcionário Setor Privado";4;"DF";"Centro-Oeste"
54;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";5;"RO";"Norte"
90;"Ensino Médio Completo";10;"Solteiro";"Pardo";"Masculino";3640;"Aposentado";2;"AC";"Norte"
33;"Ensino Médio Completo";12;"União Estável";"Branco";"Masculino";3353;"Funcionário Setor Privado";0;"AM";"Norte"
57;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2755;"Funcionário Setor Privado";2;"RR";"Norte"
25;"Ensino Médio Completo";12;"Solteiro";"Branco";"Masculino";2334;"Funcionário Setor Privado";0;"PA";"Norte"
44;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";1353;"MEI";3;"AP";"Norte"
52;"Ensino Médio Completo";13;"União Estável";"Branco";"Masculino";3650;"Funcionário Setor Privado";4;"TO";"Norte"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2457;"Funcionário Setor Privado";3;"MA";"Nordeste"
31;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";1;"PI";"Nordeste"
39;"Mestrado";14;"Casado";"Branco";"Masculino";10925;"Funcionário Setor Privado";3;"CE";"Nordeste"
59;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Feminino";1135;"Funcionário Público";1;"RN";"Nordeste"
29;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";5;"PB";"Nordeste"
49;"Ensino Fundamental Incompleto";4;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";2;"PE";"Nordeste"
34;"Ensino Fundamental Completo";5;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"AL";"Nordeste"
22;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3201;"Funcionário Setor Privado";0;"SE";"Nordeste"
32;"Ensino Médio Completo";13;"Casado";"Amarelo";"Masculino";3938;"Funcionário Setor Privado";2;"BA";"Nordeste"
39;"Ensino Médio Incompleto";9;"Divorciado";"Negro";"Feminino";1320;"Servidor Público";5;"MG";"Sudeste"
46;"Mestrado";14;"Casado";"Branco";"Masculino";9647;"Funcionário Setor Privado";4;"ES";"Sudeste"
50;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"RJ";"Sudeste"
34;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SP";"Sudeste"
28;"Mestrado";14;"Casado";"Branco";"Feminino";13515;"Empresário";5;"PR";"Sul"
18;"Ensino Médio Incompleto";8;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"SC";"Sul"
20;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"RS";"Sul"
20;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"MS";"Centro-Oeste"
55;"Ensino Médio Completo";11;"Viúvo";"Indígena";"Feminino";5774;"Servidor Público";3;"MT";"Centro-Oeste"
22;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";3110;"Funcionário Setor Privado";5;"GO";"Centro-Oeste"
60;"Mestrado";14;"Casado";"Branco";"Masculino";10859;"Autônomo";5;"DF";"Centro-Oeste"
40;"Ensino Fundamental Completo";6;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"RO";"Norte"
47;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";4270;"Servidor Público";0;"AC";"Norte"
23;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2463;"Funcionário Setor Privado";2;"AM";"Norte"
57;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Feminino";8005;"Empresário";5;"RR";"Norte"
52;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"PA";"Norte"
42;"Ensino Fundamental Incompleto";4;"Viúvo";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"AP";"Norte"
25;"Ensino Médio Completo";12;"Solteiro";"Branco";"Masculino";2364;"Funcionário Setor Privado";3;"TO";"Norte"
49;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";5140;"MEI";5;"MA";"Nordeste"
41;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3821;"Funcionário Público";4;"PI";"Nordeste"
40;"Ensino Médio Completo";11;"Casado";"Negro";"Masculino";3994;"Servidor Público";1;"CE";"Nordeste"
38;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2615;"Funcionário Setor Privado";3;"RN";"Nordeste"
58;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"PB";"Nordeste"
26;"Ensino Médio Completo";13;"Solteiro";"Negro";"Feminino";3839;"Funcionário Setor Privado";5;"PE";"Nordeste"
57;"Ensino Fundamental Completo";6;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"AL";"Nordeste"
28;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"SE";"Nordeste"
42;"Ensino Médio Incompleto";9;"Separado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"BA";"Nordeste"
28;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3034;"Funcionário Setor Privado";0;"MG";"Sudeste"
17;"Ensino Fundamental Completo";5;"Solteiro";"Negro";"Masculino";1100;"Menor Aprendiz";1;"ES";"Sudeste"
39;"Ensino Fundamental Completo";5;"Casado";"Branco";"Masculino";1100;"Autônomo";0;"RJ";"Sudeste"
28;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";1;"SP";"Sudeste"
42;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"PR";"Sul"
51;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2740;"Autônomo";2;"SC";"Sul"
27;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2991;"Funcionário Setor Privado";3;"RS";"Sul"
41;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"MS";"Centro-Oeste"
28;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2795;"Funcionário Setor Privado";3;"MT";"Centro-Oeste"
54;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2954;"Autônomo";4;"GO";"Centro-Oeste"
73;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Feminino";5656;"Aposentado";1;"DF";"Centro-Oeste"
49;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"RO";"Norte"
47;"Mestrado";14;"Casado";"Branco";"Masculino";6423;"Funcionário Setor Privado";3;"AC";"Norte"
27;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2825;"Funcionário Setor Privado";5;"AM";"Norte"
42;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";6428;"Empresário";4;"RR";"Norte"
32;"Ensino Médio Incompleto";9;"Casado";"Negro";"Feminino";1100;"Funcionário Setor Privado";2;"PA";"Norte"
32;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";2074;"Empresário";4;"AP";"Norte"
27;"Mestrado";14;"Solteiro";"Branco";"Masculino";6442;"Funcionário Setor Privado";3;"TO";"Norte"
29;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"MA";"Nordeste"
22;"Ensino Médio Completo";11;"Solteiro";"Branco";"Masculino";2221;"Funcionário Setor Privado";2;"PI";"Nordeste"
41;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1498;"Funcionário Público";4;"CE";"Nordeste"
49;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5552;"Empresário";1;"RN";"Nordeste"
58;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";5;"PB";"Nordeste"
41;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";0;"PE";"Nordeste"
26;"Ensino Fundamental Completo";5;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AL";"Nordeste"
21;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"SE";"Nordeste"
32;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Não Informado";2;"BA";"Nordeste"
37;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3219;"Funcionário Setor Privado";4;"MG";"Sudeste"
23;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2441;"Funcionário Setor Privado";2;"ES";"Sudeste"
42;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3378;"Autônomo";2;"RJ";"Sudeste"
25;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SP";"Sudeste"
67;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";5954;"Aposentado";2;"PR";"Sul"
41;"Ensino Médio Incompleto";9;"Divorciado";"Negro";"Feminino";12704;"Empresário";2;"SC";"Sul"
49;"Mestrado";14;"Casado";"Branco";"Feminino";11391;"Empresário";4;"RS";"Sul"
36;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";2577;"Funcionário Setor Privado";0;"MS";"Centro-Oeste"
18;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"MT";"Centro-Oeste"
25;"Ensino Fundamental Incompleto";3;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"GO";"Centro-Oeste"
43;"Mestrado";15;"Divorciado";"Branco";"Masculino";6392;"Servidor Público";2;"DF";"Centro-Oeste"
38;"Doutorado";16;"Casado";"Branco";"Feminino";13392;"Funcionário Setor Privado";5;"RO";"Norte"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3311;"Funcionário Setor Privado";0;"AC";"Norte"
65;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3446;"Autônomo";2;"AM";"Norte"
66;"Ensino Médio Completo";11;"Viúvo";"Branco";"Feminino";4425;"Aposentado";5;"RR";"Norte"
33;"Ensino Médio Incompleto";7;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";4;"PA";"Norte"
51;"Ensino Médio Incompleto";9;"Casado";"Negro";"Feminino";1100;"Funcionário Setor Privado";3;"AP";"Norte"
27;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1022;"MEI";3;"TO";"Norte"
17;"Ensino Médio Incompleto";8;"Solteiro";"Branco";"Feminino";1100;"Menor Aprendiz";2;"MA";"Nordeste"
32;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3422;"Funcionário Setor Privado";3;"PI";"Nordeste"
61;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Feminino";1100;"Não Informado";5;"CE";"Nordeste"
38;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"RN";"Nordeste"
43;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";15188;"Empresário";0;"PB";"Nordeste"
40;"Doutorado";16;"Casado";"Pardo";"Masculino";14976;"Servidor Público";5;"PE";"Nordeste"
63;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3908;"Funcionário Setor Privado";5;"AL";"Nordeste"
76;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5664;"Aposentado";3;"SE";"Nordeste"
42;"Ensino Médio Completo";12;"Divorciado";"Branco";"Feminino";2405;"Funcionário Setor Privado";3;"BA";"Nordeste"
43;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3762;"Funcionário Público";2;"MG";"Sudeste"
76;"Mestrado";14;"Casado";"Branco";"Masculino";3989;"Aposentado";3;"ES";"Sudeste"
41;"Mestrado";15;"Casado";"Branco";"Masculino";7202;"Empresário";1;"RJ";"Sudeste"
17;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";0;"SP";"Sudeste"
30;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Autônomo";4;"PR";"Sul"
30;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3021;"Funcionário Setor Privado";4;"SC";"Sul"
22;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3921;"Funcionário Setor Privado";2;"RS";"Sul"
53;"Ensino Médio Completo";13;"Divorciado";"Amarelo";"Feminino";3616;"Não Informado";5;"MS";"Centro-Oeste"
28;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Feminino";1100;"Funcionário Setor Privado";1;"MT";"Centro-Oeste"
25;"Ensino Médio Completo";11;"Solteiro";"Branco";"Feminino";3279;"Não Informado";5;"GO";"Centro-Oeste"
24;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";3557;"Funcionário Setor Privado";3;"DF";"Centro-Oeste"
47;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"RO";"Norte"
34;"Ensino Médio Completo";11;"Solteiro";"Branco";"Masculino";3595;"Autônomo";2;"AC";"Norte"
26;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3110;"Funcionário Setor Privado";2;"AM";"Norte"
63;"Ensino Médio Completo";13;"Viúvo";"Indígena";"Feminino";3233;"Não Informado";0;"RR";"Norte"
25;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3934;"Funcionário Setor Privado";5;"PA";"Norte"
28;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3630;"Funcionário Setor Privado";1;"AP";"Norte"
36;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"TO";"Norte"
24;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2850;"Funcionário Setor Privado";5;"MA";"Nordeste"
51;"Ensino Médio Completo";13;"Casado";"Pardo";"Feminino";5561;"MEI";0;"PI";"Nordeste"
44;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2676;"Funcionário Setor Privado";0;"CE";"Nordeste"
18;"Ensino Médio Incompleto";8;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"RN";"Nordeste"
54;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";4269;"Funcionário Público";2;"PB";"Nordeste"
61;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2046;"Funcionário Setor Privado";0;"PE";"Nordeste"
51;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2158;"Funcionário Setor Privado";2;"AL";"Nordeste"
43;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"SE";"Nordeste"
51;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"BA";"Nordeste"
50;"Ensino Médio Incompleto";9;"Casado";"Negro";"Feminino";6181;"Empresário";3;"MG";"Sudeste"
27;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Não Informado";4;"ES";"Sudeste"
24;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3344;"Funcionário Setor Privado";0;"RJ";"Sudeste"
20;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5543;"Servidor Público";1;"SP";"Sudeste"
52;"Ensino Médio Completo";13;"Divorciado";"Branco";"Masculino";2008;"Funcionário Setor Privado";0;"PR";"Sul"
57;"Ensino Fundamental Incompleto";4;"Divorciado";"Branco";"Masculino";6115;"Empresário";5;"SC";"Sul"
49;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2656;"MEI";2;"RS";"Sul"
42;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";1562;"MEI";2;"MS";"Centro-Oeste"
22;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"MT";"Centro-Oeste"
38;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3279;"Funcionário Setor Privado";5;"GO";"Centro-Oeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2174;"Funcionário Setor Privado";4;"DF";"Centro-Oeste"
39;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3408;"Funcionário Público";0;"RO";"Norte"
52;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2520;"Autônomo";5;"AC";"Norte"
25;"Ensino Médio Completo";12;"Solteiro";"Branco";"Feminino";2741;"Funcionário Setor Privado";3;"AM";"Norte"
50;"Ensino Médio Completo";10;"União Estável";"Branco";"Feminino";3343;"Funcionário Setor Privado";4;"RR";"Norte"
35;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5937;"Servidor Público";2;"PA";"Norte"
50;"Ensino Médio Completo";11;"Separado";"Branco";"Feminino";3152;"Funcionário Setor Privado";3;"AP";"Norte"
58;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"TO";"Norte"
48;"Ensino Médio Completo";13;"Divorciado";"Branco";"Masculino";5144;"Funcionário Público";5;"MA";"Nordeste"
30;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3034;"Funcionário Setor Privado";5;"PI";"Nordeste"
18;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"CE";"Nordeste"
29;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";0;"RN";"Nordeste"
52;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2267;"Autônomo";0;"PB";"Nordeste"
63;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"PE";"Nordeste"
36;"Mestrado";14;"Casado";"Branco";"Feminino";1267;"Empresário";3;"AL";"Nordeste"
24;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2057;"Funcionário Setor Privado";4;"SE";"Nordeste"
30;"Ensino Médio Completo";12;"Solteiro";"Negro";"Masculino";13059;"Empresário";3;"BA";"Nordeste"
23;"Ensino Médio Incompleto";9;"Casado";"Amarelo";"Masculino";1100;"Funcionário Setor Privado";3;"MG";"Sudeste"
35;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Não Informado";0;"ES";"Sudeste"
21;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2930;"Funcionário Setor Privado";1;"RJ";"Sudeste"
28;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2136;"Funcionário Setor Privado";0;"SP";"Sudeste"
20;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"PR";"Sul"
18;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"SC";"Sul"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3720;"Funcionário Setor Privado";1;"RS";"Sul"
27;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
42;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2940;"Funcionário Setor Privado";2;"MT";"Centro-Oeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3151;"Funcionário Setor Privado";3;"GO";"Centro-Oeste"
51;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2881;"Funcionário Setor Privado";2;"DF";"Centro-Oeste"
27;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";4954;"Funcionário Público";0;"RO";"Norte"
23;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Autônomo";2;"AC";"Norte"
57;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2312;"Funcionário Setor Privado";4;"AM";"Norte"
22;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";4151;"Servidor Público";5;"RR";"Norte"
59;"Ensino Fundamental Completo";5;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"PA";"Norte"
38;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"AP";"Norte"
20;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"TO";"Norte"
90;"Ensino Fundamental Completo";5;"Solteiro";"Branco";"Feminino";2463;"Aposentado";3;"MA";"Nordeste"
35;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";2627;"Funcionário Setor Privado";1;"PI";"Nordeste"
50;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"CE";"Nordeste"
